Timestamp	都道府県	災害救助法 適用	市町村名	電話対応を行った災害	その災害の名称はなんですか？（例：平成30年7月豪雨）	災害対策本部の運営業務全体のうち、電話への対応は全体の業務量のうち何％でしたか？	電話対応で最も長かった電話の時間は何分程度でしたか？	その内容はどのようなものでしたか？	電話対応の平均的な時間は何分程度でしたか？	電話回数は平常時と比較してどうですか？	安否確認	被害状況確認	被害状況報告	救助要請	避難所についての問い合わせ	ボランティアについての問い合わせ	支援物資についての問い合わせ	マスコミの問い合わせ	その他（複数記入可、各項目に０〜４の基準も付けてください）（例：〜の問い合わせ（２）、〜の問い合わせ（４））	電話に回答する際、その情報源はなんでしたか。（複数選択可）	有効だった情報源があれば教えてください。	電話に効率良く対応できたと思いますか？	電話対応の際、どのような問題に遭遇しましたか？（複数選択可）	電話対応が原因で業務への負荷を感じましたか。	電話で受ける情報をどう管理しましたか。	デジタル式を選択した場合、どのようなシステムやアプリケーションを使いましたか。	情報を総合的にどう管理し、共有しましたか。	デジタル式を選択した場合、どのようなシステムやアプリケーションを使いましたか。	情報管理する際に直面した問題はなんですか。（複数選択可）	自動音声認識は自治体で役に立つと思いますか？	自動音声認識システムを導入したいと思いますか？	「はい」以外を選択した場合、その理由はなんですか。	自動音声認識システムに欲しい機能はなんですか。	他に付け加えたい情報がございましたら、ご自由にお書きください。
5/24/2019 9:47:04	愛媛県	N	上島町	豪雨	平成30年７月豪雨	本部運営は長時間多岐にわたり、％での表示は困難	５分程度	調整内容の確認等	未集計	平常時より電話回数が極めて多かった。	1	3	3	1	2	1	3	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, ウェブ（例：内閣府のウェブページ）から情報を探した。, 情報収集を目的として人員を現地に派遣した。	担当者からの報告	3	情報不足だった。, 情報の信憑性が確かではなかった。	5	主に紙に書き留めた。（アナログ式）		共有が必要な情報のみホワイトボードに書き出して共有		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。			
5/25/2019 1:06:06	山梨県	N	大月市	台風	警報時随時	２１〜３０％	３０分程度	他市町村と比較しての避難情報のタイミング等	５分程度	平常時より電話回数が極めて多かった。	0	3	3	1	3	0	1	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, ウェブ（例：内閣府のウェブページ）から情報を探した。, 情報収集を目的として人員を現地に派遣した。		2	個々の電話対応に必要以上の時間が掛かった。	4	主にコンピューター端末に入力した。（デジタル式）	エクセル	主にコンピューターのシステムを活用し、皆と情報共有した。（デジタル式）	エクセル	他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。			
5/26/2019 23:42:11	三重県	N	桑名市	台風	平成30年台風21号	１１〜２０％	３０分	停電についての問い合わせ	10分	平常時より電話回数が極めて多かった。	0	1	0	0	3	0	0	3		関係者（例：消防庁や避難所運営者）からの電話やメール。		2	個々の電話対応に必要以上の時間が掛かった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。	市民対応の割合も多く、苦情を招く恐れもあるため。		
5/27/2019 1:17:09	北海道	Y	壮瞥町	地震	北海道胆振東部地震	９１〜１００％	１０分	要配慮施設等への燃料の優先的供給	２分	平常時より電話回数が極めて多かった。	3	4	4	3	2	1	1	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。		4	情報の信憑性が確かではなかった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		他の関係者と情報共有が中々うまくできなかった。	5	はい、積極的に導入したい。	誤記、勘違いなどの防止に役立つ		
5/27/2019 1:44:02	神奈川県	N	相模原市	台風		２１〜３０％	30分	停電に関する問い合わせ・苦情	3分	平常時より電話回数が多かった。	1	4	3	1	2	0	0	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, ウェブ（例：内閣府のウェブページ）から情報を探した。		3	特に大した問題はなかった。	3	主にコンピューター端末に入力した。（デジタル式）	エクセル	主にコンピューターのシステムを活用し、皆と情報共有した。（デジタル式）	エクセル	他の関係者と情報共有が中々うまくできなかった。	3	どちらとも言えない。			
5/27/2019 1:49:12	神奈川県	N	相模原市	台風	平成３０年台風第１２号	２１〜３０％	３０分程度	停電に関するもの	２分程度	平常時より電話回数が多かった。	1	4	2	1	3	0	0	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, ウェブ（例：内閣府のウェブページ）から情報を探した。		3	どこで必要な情報を取得できるか分からなかった。, 情報の信憑性が確かではなかった。	4	主にコンピューター端末に入力した。（デジタル式）	エクセル	主にコンピューターのシステムを活用し、皆と情報共有した。（デジタル式）	エクセル	他の関係者と情報共有が中々うまくできなかった。	4	どちらとも言えない。			
5/27/2019 9:10:54	北海道	Y	上富良野町	地震	平成30年北海道胆振東部地震ブラックアウト	１１〜２０％	30分程度	燃料供給に関する事項	10分	平常時と電話回数はほぼ同じだった。	2	2	2	0	1	0	0	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。		2	情報不足だった。, 個々の電話対応に必要以上の時間が掛かった。	4	主にコンピューター端末に入力した。（デジタル式）	エクエルで時系列表を作成し大型モニターに表示した。	主にコンピューターのシステムを活用し、皆と情報共有した。（デジタル式）	エクエルで時系列表を作成し大型モニターに表示した。	情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。			
5/27/2019 10:09:26	岩手県	Y	岩泉町	台風	平成28年台風10号災害	４１〜５０％	30分	町の災害対応に対するクレーム	5分	平常時より電話回数が極めて多かった。	4	4	3	2	1	3	3	4		関係者（例：消防庁や避難所運営者）からの電話やメール。		1	情報不足だった。, どこで必要な情報を取得できるか分からなかった。, 情報の信憑性が確かではなかった。, 個々の電話対応に必要以上の時間が掛かった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。	ｆデータベースから引き出す「回答に役立つ情報」が、具体的にどういったものをさすのかイメージできないため。		
5/27/2019 11:04:03	福岡県	Y	飯塚市	豪雨	平成30年7月豪雨	２１〜３０％	覚えていない		約5分～10分	平常時より電話回数が極めて多かった。	0	3	2	2	3	1	1	4		関係者（例：消防庁や避難所運営者）からの電話やメール。		2	個々の電話対応に必要以上の時間が掛かった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	4	どちらとも言えない。	自動音声認識システムの正確性が不明		
5/28/2019 1:06:01	石川県	N	輪島市	台風	平成30年台風第21号	０〜１０％	５～１０分	苦情	２～３分	平常時と電話回数はほぼ同じだった。	0	1	2	0	2	0	0	2		関係者（例：消防庁や避難所運営者）からの電話やメール。		2	個々の電話対応に必要以上の時間が掛かった。	3	主に紙に書き留めた。（アナログ式）		必要な内容は会議で報告		特に大した問題はなかった。	3	どちらとも言えない。			
5/28/2019 4:14:29	北海道	Y	美幌町	停電	町内全域停電	把握しておりません	把握しておりません	停電復旧の見通しについて	把握しておりません	平常時より電話回数が多かった。	0	3	2	0	0	0	0	1		確実な情報がなかった		3	情報不足だった。	2	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		確実な情報を得ることができなかった	3	どちらとも言えない。	ナビダイヤルのような案内は、相手が求める情報の把握には便利だが、即座に情報を求めようと問い合わせをしてくる住民にストレスを与えるおそれがあるため		
5/28/2019 4:25:06	静岡県	N	吉田町	豪雨	平成30年7月豪雨等	０〜１０％	3分程度	避難所開設情報等の提供。心理的不安の御相談。	1分程度	平常時より電話回数は少なかった。	0	0	0	1	3	0	1	1		本部判断		4	特に大した問題はなかった。	2	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		特に大した問題はなかった。	4	はい、積極的に導入したい。		外国語対応	
5/28/2019 7:50:45	熊本県	N	荒尾市	豪雨	平成30年7月豪雨	１１〜２０％	１０分	避難者情報及び災害状況の確認について	２分	平常時より電話回数が極めて多かった。	1	4	4	1	4	1	0	4		関係者（例：消防庁や避難所運営者）からの電話やメール。	テレビ放送	3	電話応対に人員がとられることが負担	4	主にコンピューター端末に入力した。（デジタル式）	エクセル	主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。	4	はい、積極的に導入したい。	業務負担の軽減		
